MutationType	variable	value	adjusted_count	type	tumor	region	rloop
totalSNV	DO50778	4	0.562198556161668	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50780	20	2.81099278080834	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50783	9	1.26494675136375	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50785	13	1.82714530752542	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50787	5	0.702748195202085	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50789	14	1.96769494656584	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50791	14	1.96769494656584	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50793	39	5.48143592257626	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50796	7	0.983847473282919	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50798	16	2.24879422464667	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50799	8	1.12439711232334	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50800	7	0.983847473282919	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50802	9	1.26494675136375	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50803	11	1.54604602944459	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50804	26	3.65429061505084	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50805	20	2.81099278080834	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50806	6	0.843297834242502	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50807	15	2.10824458560626	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50808	8	1.12439711232334	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50809	11	1.54604602944459	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50811	12	1.686595668485	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50813	12	1.686595668485	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50814	44	6.18418411777835	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50815	19	2.67044314176792	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50816	11	1.54604602944459	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50817	30	4.21648917121251	rloop_tss	ICGC_Liver	tss	rloop
